cc,desciel,dirvienc,dirvieng,dloc,ndia,prec,probprec,tmax,tmin,velvien,idmun,ides
89,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,23.8,9.1,7.4,126,21
87.03,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25,10.5,8.3,126,21
55.2,Despejado    ,Noroeste,315,2024/11/29,Viernes        ,0,0,22.9,10.1,8.2,126,21
69.52,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23.3,6.6,8.2,136,21
86.05,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,24.6,8.1,5.9,136,21
79.63,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.8,9.5,6.8,136,21
58.25,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23.2,8.6,7.3,136,21
75.09,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,28.7,11.7,7.7,201,21
79.96,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,27.2,11.5,6.1,201,21
85.24,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,28.1,12.6,6.7,201,21
57.6,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,29.1,13.5,7.6,201,21
66.59,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,21.7,5.2,9.7,1,29
86.18,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,24.2,7.2,5,1,29
76.58,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.3,7.8,6.7,1,29
72.87,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,22.2,6.8,6.9,1,29
66.59,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,21.8,5.3,9.6,18,29
86.18,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,24.3,7.3,5,18,29
76.58,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.4,7.9,6.6,18,29
72.87,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,22.3,6.9,7,18,29
69.31,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23,5.9,9.3,22,29
85.42,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,24.8,7.6,6,22,29
79.14,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26,8.9,6.9,22,29
64.89,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23.1,7.8,7.8,22,29
71.9,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23.3,5.7,10,29,29
82.86,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,25,7.4,6.4,29,29
73.34,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.3,8.7,7.4,29,29
62.54,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23.3,7.7,8.2,29,29
70.18,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23.7,6.5,8.8,42,29
85.02,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,25,8,6.5,42,29
77.79,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.2,9.6,7.3,42,29
61.86,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23.6,8.5,8.1,42,29
65.9,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,19,4.5,8.1,47,29
82.63,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,23.3,7.1,4.2,47,29
68.11,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,24,5.9,8.5,47,29
76.83,Despejado    ,Suroeste,225,2024/11/29,Viernes        ,0,0,20.7,5.4,5,47,29
68.61,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,22.6,5.5,9.7,48,29
84.73,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,24.6,7.3,5.6,48,29
76.08,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.8,8.3,6.8,48,29
68.51,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,22.8,7.3,7.6,48,29
70.34,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,22.9,5.6,9.5,49,29
83.44,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,24.7,7.3,5.7,49,29
73.16,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.9,8.4,6.6,49,29
63.09,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23,7.4,7.4,49,29
71.9,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23.5,5.8,10,53,29
82.86,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,25.1,7.4,6.6,53,29
73.34,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.4,8.8,7.5,53,29
62.54,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23.5,7.8,8.3,53,29
71.9,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23.6,5.9,9.8,54,29
82.86,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,25.1,7.5,6.6,54,29
73.34,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.4,9,7.5,54,29
62.54,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23.5,7.9,8.3,54,29
69.35,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,22.3,5.6,8.6,56,29
82.76,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,24.2,7.3,5.1,56,29
72.52,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.3,8.2,5.9,56,29
60.57,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,22.6,7.3,6.6,56,29
71.03,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23,5.9,8.9,57,29
83.17,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,24.6,7.5,5.5,57,29
74.26,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.8,8.7,6.5,57,29
60.64,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23,7.7,7.2,57,29
69.31,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23.3,6.2,9.1,58,29
85.42,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,24.9,7.8,6.2,58,29
79.14,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.1,9.2,7,58,29
64.89,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23.3,8.2,8,58,29
69.31,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23.3,6.1,9.3,59,29
85.42,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,24.9,7.7,6.2,59,29
79.14,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.2,9,7.1,59,29
64.89,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23.3,8,8,59,29
67.36,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,18.1,6.2,8.7,18,30
77.09,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,23.2,7,6.2,18,30
87.28,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,25.3,8.3,6.3,18,30
76.82,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,19.3,7.6,7.8,18,30
63.69,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,18.7,7.2,6.8,30,30
79.36,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,23.3,7.6,7,30,30
88.12,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26,8.9,5.2,30,30
78.65,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,19.8,8.3,5.9,30,30
63.3,Despejado    ,Oeste   ,270,2024/11/26,Martes         ,0,0,23.7,11.1,6.8,41,30
86.06,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,25.4,10.9,7.6,41,30
85.89,Despejado    ,Oeste   ,270,2024/11/28,Jueves         ,0,0,28.1,13.4,7,41,30
81.44,Despejado    ,Oeste   ,270,2024/11/29,Viernes        ,0,0,24.7,13,6.4,41,30
58.27,Despejado    ,Oeste   ,270,2024/11/26,Martes         ,0,0,21.4,9.1,6.7,98,30
84.56,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,24.7,9,8.2,98,30
89.14,Despejado    ,Oeste   ,270,2024/11/28,Jueves         ,0,0,27.8,11.3,6.6,98,30
81.53,Despejado    ,Oeste   ,270,2024/11/29,Viernes        ,0,0,22.5,10.7,6.5,98,30
44.73,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,22.3,11.5,6.4,106,30
79.81,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,24.4,11.5,8.1,106,30
76.31,Despejado    ,Oeste   ,270,2024/11/28,Jueves         ,0,0,27.7,13.8,7.2,106,30
90,Medio nublado,Norte   ,0,2024/11/29,Viernes        ,0.1,0,21,13,5.8,106,30
83.1,Poco nuboso  ,Norte   ,0,2024/11/26,Martes         ,2.6,0,27.9,18.2,8.7,120,30
86.28,Poco nuboso  ,Noreste ,45,2024/11/27,Miercoles      ,0,0,27.9,18,5.5,120,30
79.74,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,29.5,18.3,5.9,120,30
77.68,Poco nuboso  ,Norte   ,0,2024/11/29,Viernes        ,0,0,29.1,19.2,4.9,120,30
44.67,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,20.3,8.8,6.4,136,30
74.77,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,23.9,9.8,7.3,136,30
76.77,Despejado    ,Oeste   ,270,2024/11/28,Jueves         ,0,0,27,11.6,7,136,30
87.11,Poco nuboso  ,Suroeste,225,2024/11/29,Viernes        ,0.1,0,20.1,10.9,5.1,136,30
62.95,Despejado    ,Oeste   ,270,2024/11/26,Martes         ,0,0,21.4,9.7,7.1,186,30
84.86,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,24.8,9.8,7.8,186,30
83.72,Despejado    ,Oeste   ,270,2024/11/28,Jueves         ,0,0,27.9,11.7,7.4,186,30
78.15,Despejado    ,Oeste   ,270,2024/11/29,Viernes        ,0,0,22.6,11,6.9,186,30
76.94,Despejado    ,Sureste ,135,2024/11/26,Martes         ,0,0,25.5,9.4,6.1,11,20
78.16,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,25.8,9.1,6.2,11,20
88.51,Despejado    ,Sureste ,135,2024/11/28,Jueves         ,0,0,27.1,11,5.9,11,20
76.79,Despejado    ,Sureste ,135,2024/11/29,Viernes        ,0,0,27.2,11.8,6.1,11,20
80.96,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,24.6,6.5,7.2,13,20
84.29,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,24.9,6.4,5.2,13,20
90.35,Despejado    ,Noroeste,315,2024/11/28,Jueves         ,0,0,26.7,9.2,5.5,13,20
55.34,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,25.5,8.9,6.4,13,20
75.02,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,27.2,11.5,7.3,20,20
87.1,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,26.5,11.2,7.2,20,20
87.34,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,27.1,13,6.8,20,20
82.12,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,27.2,13.7,6.4,20,20
82.9,Despejado    ,Noroeste,315,2024/11/26,Martes         ,0,0,24.3,6.1,7.7,23,20
84.03,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,24.6,6.1,5.1,23,20
92.17,Despejado    ,Noroeste,315,2024/11/28,Jueves         ,0,0,26.4,9,5.6,23,20
53.52,Despejado    ,Noroeste,315,2024/11/29,Viernes        ,0,0,25.2,8.4,6.3,23,20
62.33,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,21.8,7.1,6,27,20
87.99,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,24.9,6.8,7.6,27,20
89.88,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,27.7,9.8,4.5,27,20
86.23,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,22.5,10.4,5.6,27,20
81.76,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,21.7,4.8,8.8,45,20
89.44,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,0,0,24.2,4.9,3.3,45,20
92.5,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,25.8,8.1,4.6,45,20
63.96,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23.4,6.8,7.7,45,20
74.05,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,19.6,6.3,10.3,47,20
91.32,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,24.2,6.4,4,47,20
91.18,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0,0,25.9,8.9,4.7,47,20
72.22,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,21.3,7.8,10.4,47,20
77.48,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,24.5,7.2,7.6,49,20
85.12,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,25.4,7,4.7,49,20
90.85,Despejado    ,Noroeste,315,2024/11/28,Jueves         ,0,0,27.1,9.9,4.6,49,20
59.46,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,25.8,9.7,7,49,20
84.48,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,24.2,7.3,7.5,69,20
82.26,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,25.3,7,4.6,69,20
91.65,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,26.9,9.9,4.6,69,20
65.87,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,25.6,9.6,6.6,69,20
73.94,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,31.7,18,5.8,70,20
70.35,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,30.9,17.4,6.2,70,20
86.75,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,30.9,17.8,6.1,70,20
81.76,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,31.6,19.2,5.7,70,20
71.01,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,33.2,20.1,13.1,75,20
77.81,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,33.8,20.3,6.4,75,20
84.07,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,31.2,20.4,7.2,75,20
65.19,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,33.1,20.4,14.8,75,20
74.99,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23.7,6.3,7.1,78,20
85.56,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,24,6.3,5.1,78,20
92.75,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.8,9.1,6,78,20
58.08,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,24.8,8.5,6.5,78,20
77.71,Despejado    ,Noroeste,315,2024/11/26,Martes         ,0,0,24.4,6.1,7.5,83,20
84.81,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,24.4,6.1,5.2,83,20
92.48,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.3,9,5.8,83,20
56.16,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,25.3,8.4,6.4,83,20
86.72,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23,5.6,7.4,92,20
86.71,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,24.4,5.7,2.6,92,20
93.04,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.1,8.7,3.6,92,20
55.43,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,24.4,7.8,5.6,92,20
73.27,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,18.5,4.7,9,96,20
86.32,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,22.8,4.5,5,96,20
78.03,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0,0,24.6,7.7,5.1,96,20
78.55,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,20.4,6.3,8.1,96,20
85.57,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,24.1,7.4,7.6,101,20
82.98,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,25.3,7.2,4.4,101,20
93.19,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.8,10.1,4.7,101,20
70.45,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,25.6,9.7,6.4,101,20
76.86,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,19.7,6.4,11.2,106,20
93.07,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,24.5,6.6,3.2,106,20
93.61,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0,0,26,8.3,4.8,106,20
72.27,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,21.5,8,11.2,106,20
77.89,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,24.5,6.4,7.2,115,20
85.24,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,24.6,6.3,5.3,115,20
91.61,Despejado    ,Noroeste,315,2024/11/28,Jueves         ,0,0,26.4,9.2,5.7,115,20
56.01,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,25.4,8.7,6.4,115,20
67.08,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23.4,7.2,7.6,118,20
89.2,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,24.2,7,5.4,118,20
92.51,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,25.9,9.9,6.4,118,20
58.8,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,24.7,9.2,7.3,118,20
69.64,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,19.7,5.7,6.9,120,20
88.33,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,23.6,6,7.2,120,20
90.98,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,27.2,8.4,5.8,120,20
87.1,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,20.9,7.9,5.9,120,20
70.88,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,18.5,5.3,8.7,129,20
86.85,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,23.1,5.4,4.5,129,20
84.74,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,25.1,8.6,4.7,129,20
75.75,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,20.2,6.8,8.8,129,20
74.56,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,24.5,7.3,7.7,132,20
87.88,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,25.4,7.1,4.7,132,20
90.19,Despejado    ,Noroeste,315,2024/11/28,Jueves         ,0,0,27.1,10,4.3,132,20
55.97,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,25.7,9.7,7,132,20
65.1,Despejado    ,Noroeste,315,2024/11/26,Martes         ,0,0,20,5.8,7,138,20
86.02,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,23.8,6.1,5.6,138,20
92.77,Despejado    ,Oeste   ,270,2024/11/28,Jueves         ,0,0,26.8,8.6,4.5,138,20
83.4,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,21.2,8.1,6.6,138,20
63.08,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,21.7,6.4,5.5,139,20
88.34,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,25.1,6.2,6.7,139,20
87.44,Despejado    ,Sureste ,135,2024/11/28,Jueves         ,0,0,27.9,9.4,4.4,139,20
85.54,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,22.5,9.8,5.5,139,20
78.55,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,19,4.8,9,140,20
86.41,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,23,4.7,4.5,140,20
80.47,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,24.5,7.7,4.7,140,20
77.89,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,20.9,6.6,8.1,140,20
61,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,21.9,7.8,4.8,142,20
84.03,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,24.8,7.8,3.4,142,20
84.93,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,27.7,10.7,4.3,142,20
67.82,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,23.2,10.2,5,142,20
81.1,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,19.6,5,9.1,147,20
86.76,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,23.1,4.9,4.4,147,20
83.95,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,24.4,7.7,4.7,147,20
78.15,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,21.4,6.9,8,147,20
63.51,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,24.2,11.8,7.1,148,20
81.29,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,25.2,12.4,5.5,148,20
87.53,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.1,14,5.5,148,20
59.43,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,25.2,13.5,6.3,148,20
87.51,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,24.7,8,8.7,155,20
85.43,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,25.8,7.8,5.8,155,20
93.92,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,26.7,11,6.2,155,20
74.23,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,26.4,10.1,6.8,155,20
89.74,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,28.8,10.9,7,158,20
83.52,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,28,10.6,6.6,158,20
91.38,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,28.6,12.8,6,158,20
80.03,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,28.7,13.3,6.3,158,20
60.28,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,22.4,8,4.1,163,20
83.57,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,24.9,7.9,3.2,163,20
83.18,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,27.8,10.9,3.2,163,20
67.95,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,23.6,10.8,4.4,163,20
84.36,Despejado    ,Sureste ,135,2024/11/26,Martes         ,0,0,26.3,9,6.4,164,20
80.23,Despejado    ,Sureste ,135,2024/11/27,Miercoles      ,0,0,26,8.8,5.1,164,20
88.32,Despejado    ,Sureste ,135,2024/11/28,Jueves         ,0,0,27.2,11,4.9,164,20
66.77,Despejado    ,Sureste ,135,2024/11/29,Viernes        ,0,0,27.8,11.7,5.2,164,20
80.56,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,22.1,8,8.6,167,20
85.4,Despejado    ,Sureste ,135,2024/11/27,Miercoles      ,0,0,24.3,7.9,4.4,167,20
95.17,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0,0,25.9,11,6.3,167,20
72.53,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,24.1,9.5,8,167,20
51.25,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,25.8,14.1,6.2,169,20
84.86,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,25.5,13.8,6.1,169,20
87.44,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,27.7,15.2,5.6,169,20
73.13,Poco nuboso  ,Este    ,90,2024/11/29,Viernes        ,0,0,26.3,16.6,5,169,20
80.89,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,22.1,5,8.6,178,20
90.41,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,0,0,24.2,5.2,3.7,178,20
93.36,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,25.8,8.2,5,178,20
65.02,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23.8,7,7.3,178,20
73.85,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,18.7,4.5,6.6,191,20
89.36,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,23.6,5.3,3.9,191,20
93.65,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,25.8,7.5,3.3,191,20
80.89,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,20,6.2,6.5,191,20
75.11,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,19.2,5,5.4,196,20
90.35,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,23.5,5.8,5.8,196,20
90.5,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0,0,26.2,7.7,3.8,196,20
80.92,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,20.3,6.7,5.7,196,20
69.46,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23.5,6.8,7.5,197,20
88.46,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,23.9,6.6,5.3,197,20
92.58,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,25.7,9.5,6.4,197,20
59.67,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,24.7,8.9,7,197,20
75.91,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,18.7,4.7,9.1,215,20
86.36,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,22.9,4.5,4.9,215,20
79.25,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,24.6,7.7,5,215,20
78.22,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,20.5,6.4,8.2,215,20
72.27,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23.8,6.7,7.1,219,20
88.46,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,24.3,6.6,4.9,219,20
91.5,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.1,9.5,5.5,219,20
56.9,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,25,8.9,6.5,219,20
70.66,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,22.3,8.2,7.4,223,20
89.08,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,24.5,8.3,7.8,223,20
88.84,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,28.3,10.9,6.9,223,20
80.03,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,22.9,10.6,5.5,223,20
70.51,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,18.1,4.6,8.7,224,20
84.72,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,22.6,4.4,5.3,224,20
